Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Czechia,Liberec,74,Moderate,1,Good,39,Good,1,Good,74,Moderate
Germany,Lichtenstein,67,Moderate,1,Good,39,Good,1,Good,67,Moderate
France,Limoges,74,Moderate,1,Good,29,Good,2,Good,74,Moderate
Sweden,Linkoping,41,Good,1,Good,41,Good,0,Good,26,Good
Germany,Lippstadt,42,Good,1,Good,34,Good,2,Good,42,Good
Czechia,Litomerice,72,Moderate,1,Good,42,Good,2,Good,72,Moderate
Switzerland,Locarno,42,Good,1,Good,19,Good,2,Good,42,Good
Thailand,Lom Sak,34,Good,0,Good,25,Good,0,Good,34,Good
Mexico,Lopez Mateos,175,Unhealthy,6,Good,5,Good,21,Good,175,Unhealthy
Venezuela (Bolivarian Republic Of),Los Teques,50,Good,1,Good,17,Good,6,Good,50,Good
India,Losal,244,Very Unhealthy,1,Good,46,Good,0,Good,244,Very Unhealthy
United Republic Of Tanzania,Luchingu,60,Moderate,1,Good,19,Good,1,Good,60,Moderate
United States Of America,Lufkin,134,Unhealthy For Sensitive Groups,1,Good,19,Good,2,Good,134,Unhealthy For Sensitive Groups
United Republic Of Tanzania,Lugoba,24,Good,0,Good,15,Good,0,Good,24,Good
China,Luohe,161,Unhealthy,2,Good,161,Unhealthy,2,Good,83,Moderate
China,Luorong,141,Unhealthy For Sensitive Groups,3,Good,141,Unhealthy For Sensitive Groups,1,Good,96,Moderate
China,Luyang,150,Unhealthy,2,Good,150,Unhealthy,2,Good,74,Moderate
Switzerland,Luzern,41,Good,1,Good,22,Good,3,Good,41,Good
United States Of America,Lynnfield,64,Moderate,2,Good,18,Good,15,Good,64,Moderate
United States Of America,Mableton,63,Moderate,2,Good,35,Good,8,Good,63,Moderate
India,Ilkal,59,Moderate,0,Good,24,Good,0,Good,59,Moderate
Japan,Inzai,40,Good,1,Good,40,Good,2,Good,35,Good
Brazil,Ipatinga,48,Good,1,Good,13,Good,2,Good,48,Good
Japan,Iruma,33,Good,1,Good,33,Good,3,Good,20,Good
United States Of America,Irvington,107,Unhealthy For Sensitive Groups,3,Good,12,Good,28,Good,107,Unhealthy For Sensitive Groups
Nigeria,Iwo,70,Moderate,3,Good,21,Good,2,Good,70,Moderate
Mexico,Ixtapa,54,Moderate,2,Good,10,Good,2,Good,54,Moderate
Turkey,Izmir,63,Moderate,1,Good,44,Good,1,Good,63,Moderate
Sri Lanka,Jaffna,50,Good,0,Good,25,Good,0,Good,50,Good
Guatemala,Jalpatagua,122,Unhealthy For Sensitive Groups,3,Good,0,Good,10,Good,122,Unhealthy For Sensitive Groups
India,Jaynagar Majilpur,160,Unhealthy,3,Good,72,Moderate,3,Good,160,Unhealthy
United States Of America,Jefferson City,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
United States Of America,Jeffersontown,62,Moderate,1,Good,46,Good,6,Good,62,Moderate
Nigeria,Jega,46,Good,2,Good,24,Good,1,Good,46,Good
Cuba,Jiguani,72,Moderate,1,Good,12,Good,6,Good,72,Moderate
United States Of America,Johnston,41,Good,1,Good,37,Good,2,Good,41,Good
India,Jorhat,51,Moderate,2,Good,31,Good,1,Good,51,Moderate
Thailand,Kaeng Khoi,57,Moderate,1,Good,30,Good,1,Good,57,Moderate
Pakistan,Kahna Nau,160,Unhealthy,3,Good,131,Unhealthy For Sensitive Groups,1,Good,160,Unhealthy
India,Kalmeshwar,181,Unhealthy,1,Good,34,Good,0,Good,181,Unhealthy
India,Kamarhati,172,Unhealthy,5,Good,103,Unhealthy For Sensitive Groups,6,Good,172,Unhealthy
Russian Federation,Kamensk Uralskiy,32,Good,1,Good,32,Good,0,Good,28,Good
United States Of America,Bellaire,91,Moderate,1,Good,18,Good,5,Good,91,Moderate
France,Bernay,53,Moderate,1,Good,29,Good,3,Good,53,Moderate
Benin,Beterou,54,Moderate,1,Good,18,Good,0,Good,54,Moderate
India,Bhadreswar,172,Unhealthy,5,Good,106,Unhealthy For Sensitive Groups,6,Good,172,Unhealthy
India,Bijbiara,99,Moderate,1,Good,46,Good,0,Good,99,Moderate
Bosnia And Herzegovina,Bileca,67,Moderate,1,Good,34,Good,0,Good,67,Moderate
United Kingdom Of Great Britain And Northern Ireland,Billingham,56,Moderate,1,Good,12,Good,12,Good,56,Moderate
Germany,Bischofswerda,82,Moderate,1,Good,35,Good,2,Good,82,Moderate
Italy,Bisignano,59,Moderate,1,Good,52,Moderate,1,Good,59,Moderate
Bulgaria,Blagoevgrad,58,Moderate,1,Good,36,Good,1,Good,58,Moderate
Central African Republic,Bocaranga,64,Moderate,2,Good,18,Good,0,Good,64,Moderate
Benin,Bohicon,77,Moderate,3,Good,14,Good,2,Good,77,Moderate
Indonesia,Bojonegoro,104,Unhealthy For Sensitive Groups,2,Good,49,Good,0,Good,104,Unhealthy For Sensitive Groups
Indonesia,Bone,17,Good,0,Good,17,Good,0,Good,14,Good
Philippines,Bontoc,26,Good,0,Good,26,Good,0,Good,22,Good
Hungary,Bonyhad,75,Moderate,1,Good,36,Good,1,Good,75,Moderate
France,Bordeaux,47,Good,0,Good,47,Good,0,Good,16,Good
Germany,Borna,65,Moderate,1,Good,37,Good,2,Good,65,Moderate
United States Of America,Boulder,47,Good,1,Good,19,Good,8,Good,47,Good
United Kingdom Of Great Britain And Northern Ireland,Bracknell,27,Good,1,Good,24,Good,5,Good,27,Good
United States Of America,Bradenton,63,Moderate,1,Good,24,Good,13,Good,63,Moderate
India,Brahmapur,116,Unhealthy For Sensitive Groups,2,Good,47,Good,1,Good,116,Unhealthy For Sensitive Groups
Belgium,Braine Le Comte,53,Moderate,1,Good,25,Good,5,Good,53,Moderate
United States Of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good
United Kingdom Of Great Britain And Northern Ireland,Bridgend,63,Moderate,1,Good,12,Good,8,Good,63,Moderate
Poland,Brodnica,94,Moderate,1,Good,34,Good,1,Good,94,Moderate
Japan,Hino,34,Good,1,Good,34,Good,3,Good,18,Good
Japan,Hiratsuka,37,Good,1,Good,37,Good,2,Good,16,Good
United States Of America,Holland,39,Good,1,Good,32,Good,4,Good,39,Good
Germany,Homberg,58,Moderate,1,Good,35,Good,2,Good,58,Moderate
United States Of America,Homestead,77,Moderate,1,Good,12,Good,11,Good,77,Moderate
India,Homnabad,70,Moderate,0,Good,25,Good,0,Good,70,Moderate
United Kingdom Of Great Britain And Northern Ireland,Honiton,59,Moderate,1,Good,16,Good,7,Good,59,Moderate
Denmark,Horsens,33,Good,0,Good,33,Good,0,Good,21,Good
China,Hsinpu,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
Thailand,Huai Yot,54,Moderate,1,Good,32,Good,0,Good,54,Moderate
Bolivia (Plurinational State Of),Huanuni,14,Good,0,Good,14,Good,0,Good,9,Good
Spain,Huercal Overa,28,Good,1,Good,28,Good,1,Good,23,Good
Germany,Hungen,64,Moderate,1,Good,40,Good,2,Good,64,Moderate
China,Huoqiu,178,Unhealthy,4,Good,178,Unhealthy,3,Good,132,Unhealthy For Sensitive Groups
Japan,Ichikawa,37,Good,1,Good,37,Good,3,Good,31,Good
India,Ilampillai,53,Moderate,1,Good,29,Good,1,Good,53,Moderate
Poland,Gora Kalwaria,89,Moderate,1,Good,33,Good,3,Good,89,Moderate
Japan,Goshogawara,41,Good,1,Good,41,Good,1,Good,29,Good
Germany,Graben Neudorf,50,Good,1,Good,35,Good,4,Good,50,Good
United States Of America,Grafton,78,Moderate,3,Good,10,Good,19,Good,78,Moderate
Canada,Granby,54,Moderate,2,Good,8,Good,8,Good,54,Moderate
Spain,Granollers,66,Moderate,1,Good,29,Good,7,Good,66,Moderate
Indonesia,Gresik,115,Unhealthy For Sensitive Groups,1,Good,43,Good,1,Good,115,Unhealthy For Sensitive Groups
Australia,Griffith,24,Good,0,Good,24,Good,0,Good,10,Good
Germany,Grimmen,35,Good,0,Good,35,Good,0,Good,14,Good
Brazil,Guapore,32,Good,1,Good,17,Good,0,Good,32,Good
Brazil,Guarapari,52,Moderate,1,Good,23,Good,1,Good,52,Moderate
Venezuela (Bolivarian Republic Of),Guasdualito,55,Moderate,1,Good,8,Good,1,Good,55,Moderate
Portugal,Guimaraes,25,Good,1,Good,25,Good,4,Good,25,Good
Gambia,Gunjur,153,Unhealthy,1,Good,22,Good,1,Good,153,Unhealthy
United States Of America,Gurnee,57,Moderate,2,Good,24,Good,14,Good,57,Moderate
China,Gushi,187,Unhealthy,4,Good,187,Unhealthy,2,Good,137,Unhealthy For Sensitive Groups
Viet Nam,Ha Giang,58,Moderate,2,Good,30,Good,0,Good,58,Moderate
Japan,Hachinohe,40,Good,1,Good,40,Good,0,Good,39,Good
United States Of America,Hacienda Heights,117,Unhealthy For Sensitive Groups,4,Good,4,Good,36,Good,117,Unhealthy For Sensitive Groups
Slovakia,Handlova,75,Moderate,1,Good,43,Good,0,Good,75,Moderate
Belgium,Hasselt,48,Good,1,Good,30,Good,3,Good,48,Good
Germany,Hauzenberg,52,Moderate,1,Good,47,Good,1,Good,52,Moderate
Germany,Heilbad Heiligenstadt,58,Moderate,1,Good,34,Good,2,Good,58,Moderate
Germany,Helmstedt,41,Good,1,Good,36,Good,1,Good,41,Good
Afghanistan,Herat,83,Moderate,1,Good,41,Good,0,Good,83,Moderate
United States Of America,Hermosa Beach,106,Unhealthy For Sensitive Groups,3,Good,4,Good,40,Good,106,Unhealthy For Sensitive Groups
El Salvador,Ilopango,151,Unhealthy,4,Good,8,Good,14,Good,151,Unhealthy
Japan,Imaichi,33,Good,1,Good,33,Good,1,Good,12,Good
United States Of America,Imperial Beach,59,Moderate,2,Good,23,Good,19,Good,59,Moderate
Japan,Inazawa,59,Moderate,1,Good,59,Moderate,2,Good,50,Good
Germany,Isselburg,31,Good,1,Good,31,Good,2,Good,26,Good
Brazil,Itaocara,58,Moderate,2,Good,4,Good,4,Good,58,Moderate
Brazil,Itaquaquecetuba,172,Unhealthy,7,Good,0,Good,22,Good,172,Unhealthy
Mexico,Jamay,56,Moderate,1,Good,16,Good,4,Good,56,Moderate
Brazil,Januaria,15,Good,0,Good,14,Good,0,Good,15,Good
China,Jilin,62,Moderate,3,Good,62,Moderate,2,Good,54,Moderate
Russian Federation,Shelekhov,54,Moderate,1,Good,36,Good,1,Good,54,Moderate
India,Shikohabad,169,Unhealthy,4,Good,167,Unhealthy,1,Good,169,Unhealthy
Japan,Shiozawa,65,Moderate,1,Good,49,Good,2,Good,65,Moderate
Russian Federation,Shipunovo,45,Good,1,Good,45,Good,0,Good,19,Good
Kenya,Siaya,92,Moderate,3,Good,35,Good,1,Good,92,Moderate
India,Sidhi,162,Unhealthy,3,Good,162,Unhealthy,2,Good,159,Unhealthy
Poland,Siedlce,35,Good,1,Good,35,Good,0,Good,15,Good
Indonesia,Sijunjung,42,Good,1,Good,20,Good,0,Good,42,Good
Bulgaria,Silistra,47,Good,1,Good,43,Good,0,Good,47,Good
Turkey,Silivri,54,Moderate,1,Good,37,Good,0,Good,54,Moderate
Romania,Sinaia,42,Good,1,Good,40,Good,0,Good,42,Good
Australia,Singleton,31,Good,0,Good,3,Good,13,Good,31,Good
Colombia,Sitionuevo,100,Unhealthy For Sensitive Groups,2,Good,11,Good,6,Good,100,Unhealthy For Sensitive Groups
United Kingdom Of Great Britain And Northern Ireland,Sleaford,36,Good,1,Good,36,Good,3,Good,15,Good
Indonesia,Sleman,63,Moderate,1,Good,34,Good,1,Good,63,Moderate
Russian Federation,Snezhnogorsk,32,Good,1,Good,32,Good,0,Good,20,Good
Portugal,Sobreda,31,Good,1,Good,31,Good,5,Good,28,Good
Pakistan,Sodhra,162,Unhealthy,3,Good,160,Unhealthy,1,Good,162,Unhealthy
Malaysia,Kampar,60,Moderate,1,Good,43,Good,1,Good,60,Moderate
India,Kanakapura,27,Good,1,Good,23,Good,0,Good,27,Good
Czechia,Karvina,80,Moderate,1,Good,40,Good,3,Good,80,Moderate
Russian Federation,Kashira,34,Good,1,Good,34,Good,0,Good,34,Good
Russian Federation,Kaspiyskiy,38,Good,1,Good,38,Good,0,Good,19,Good
United Republic Of Tanzania,Katerero,40,Good,1,Good,18,Good,0,Good,40,Good
India,Katihar,65,Moderate,2,Good,44,Good,1,Good,65,Moderate
Namibia,Katima Mulilo,19,Good,0,Good,19,Good,0,Good,17,Good
Japan,Katsuura,45,Good,1,Good,45,Good,1,Good,41,Good
United States Of America,Kearney,42,Good,1,Good,30,Good,1,Good,42,Good
Sri Lanka,Kegalla,60,Moderate,1,Good,23,Good,1,Good,60,Moderate
United Kingdom Of Great Britain And Northern Ireland,Kenilworth,33,Good,1,Good,33,Good,3,Good,22,Good
Russian Federation,Kez,52,Moderate,1,Good,31,Good,0,Good,52,Moderate
Russian Federation,Kanevskaya,37,Good,1,Good,37,Good,0,Good,4,Good
India,Kanigiri,33,Good,1,Good,33,Good,0,Good,33,Good
Russian Federation,Karachev,35,Good,1,Good,34,Good,0,Good,35,Good
India,Karamsad,151,Unhealthy,1,Good,42,Good,0,Good,151,Unhealthy
Zimbabwe,Kariba,62,Moderate,2,Good,15,Good,0,Good,62,Moderate
India,Karsiyang,61,Moderate,2,Good,42,Good,1,Good,61,Moderate
Russian Federation,Kartaly,36,Good,1,Good,36,Good,0,Good,19,Good
Sudan,Khartoum,77,Moderate,2,Good,46,Good,1,Good,77,Moderate
India,Khonsa,53,Moderate,1,Good,25,Good,0,Good,53,Moderate
Pakistan,Khurianwala,171,Unhealthy,3,Good,171,Unhealthy,1,Good,163,Unhealthy
Greece,Kiato,81,Moderate,1,Good,46,Good,0,Good,81,Moderate
United Republic Of Tanzania,Kibakwe,19,Good,0,Good,19,Good,0,Good,16,Good
United Republic Of Tanzania,Kibiti,34,Good,0,Good,19,Good,0,Good,34,Good
United States Of America,Kingman,34,Good,1,Good,25,Good,4,Good,34,Good
Russian Federation,Kislovodsk,42,Good,1,Good,39,Good,1,Good,42,Good
Malaysia,Kluang,80,Moderate,1,Good,38,Good,0,Good,80,Moderate
Japan,Kobayashi,27,Good,0,Good,27,Good,1,Good,22,Good
Uzbekistan,Koson,159,Unhealthy,1,Good,49,Good,0,Good,159,Unhealthy
Russian Federation,Kostroma,44,Good,1,Good,25,Good,2,Good,44,Good
Turkey,Susehri,45,Good,0,Good,45,Good,0,Good,21,Good
Czechia,Tabor,67,Moderate,1,Good,49,Good,0,Good,67,Moderate
Iran (Islamic Republic Of),Tabriz,72,Moderate,1,Good,46,Good,0,Good,72,Moderate
India,Tadpatri,88,Moderate,2,Good,29,Good,4,Good,88,Moderate
Philippines,Tagoloan,54,Moderate,1,Good,18,Good,4,Good,54,Moderate
Philippines,Tagum,91,Moderate,2,Good,6,Good,4,Good,91,Moderate
Indonesia,Talang,161,Unhealthy,7,Good,18,Good,15,Good,161,Unhealthy
India,Talipparamba,65,Moderate,1,Good,20,Good,2,Good,65,Moderate
Russian Federation,Talnakh,29,Good,1,Good,16,Good,3,Good,29,Good
Latvia,Talsi,33,Good,1,Good,33,Good,0,Good,23,Good
Sudan,Tambul,107,Unhealthy For Sensitive Groups,1,Good,61,Moderate,0,Good,107,Unhealthy For Sensitive Groups
Brazil,Tangua,52,Moderate,1,Good,31,Good,1,Good,52,Moderate
Italy,Taormina,81,Moderate,1,Good,44,Good,0,Good,81,Moderate
Mexico,Tapachula,82,Moderate,2,Good,31,Good,2,Good,82,Moderate
Brazil,Tapaua,28,Good,1,Good,4,Good,0,Good,28,Good
Russian Federation,Tara,38,Good,1,Good,21,Good,0,Good,38,Good
Russian Federation,Tarko Sale,57,Moderate,1,Good,33,Good,0,Good,57,Moderate
Romania,Tarnaveni,53,Moderate,1,Good,47,Good,0,Good,53,Moderate
Turkey,Tarsus,43,Good,1,Good,43,Good,0,Good,29,Good
United States Of America,Napa,39,Good,1,Good,31,Good,4,Good,39,Good
India,Navalgund,39,Good,1,Good,23,Good,2,Good,39,Good
Republic Of North Macedonia,Negotino Polosko,114,Unhealthy For Sensitive Groups,1,Good,37,Good,0,Good,114,Unhealthy For Sensitive Groups
Russian Federation,Nerchinsk,138,Unhealthy For Sensitive Groups,8,Good,44,Good,0,Good,138,Unhealthy For Sensitive Groups
Germany,Nettetal,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
Germany,Neutraubling,63,Moderate,1,Good,54,Moderate,0,Good,63,Moderate
United States Of America,New City,50,Good,1,Good,39,Good,2,Good,50,Good
Chad,Ngama,101,Unhealthy For Sensitive Groups,1,Good,41,Good,0,Good,101,Unhealthy For Sensitive Groups
Mali,Nioro,182,Unhealthy,1,Good,37,Good,0,Good,182,Unhealthy
Japan,Nishiwaki,70,Moderate,2,Good,22,Good,14,Good,70,Moderate
Russian Federation,Nizhneudinsk,28,Good,1,Good,20,Good,2,Good,28,Good
United Republic Of Tanzania,Nkoaranga,31,Good,1,Good,16,Good,0,Good,31,Good
South Africa,Nkowakowa,52,Moderate,1,Good,26,Good,1,Good,52,Moderate
Russian Federation,Novozybkov,42,Good,1,Good,42,Good,0,Good,16,Good
Ecuador,Nueva Loja,10,Good,1,Good,5,Good,0,Good,10,Good
Nigeria,Numan,70,Moderate,2,Good,37,Good,0,Good,70,Moderate
India,Nurpur,160,Unhealthy,5,Good,30,Good,11,Good,160,Unhealthy
Japan,Oga,65,Moderate,2,Good,31,Good,5,Good,65,Moderate
Netherlands,Oirschot,44,Good,1,Good,39,Good,1,Good,44,Good
Ghana,Madina,29,Good,1,Good,22,Good,0,Good,29,Good
Niger,Magaria,89,Moderate,1,Good,46,Good,0,Good,89,Moderate
India,Mahasamund,154,Unhealthy,2,Good,44,Good,2,Good,154,Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Maidstone,33,Good,0,Good,33,Good,0,Good,27,Good
Spain,Mairena Del Alcor,43,Good,1,Good,43,Good,0,Good,14,Good
India,Maksi,205,Very Unhealthy,2,Good,31,Good,3,Good,205,Very Unhealthy
United Republic Of Tanzania,Makungu,21,Good,0,Good,19,Good,0,Good,21,Good
United States Of America,Manassas Park,42,Good,1,Good,42,Good,2,Good,40,Good
India,Mandi,136,Unhealthy For Sensitive Groups,3,Good,32,Good,6,Good,136,Unhealthy For Sensitive Groups
India,Manglaur,178,Unhealthy,7,Good,13,Good,19,Good,178,Unhealthy
India,Manjhanpur,181,Unhealthy,5,Good,63,Moderate,8,Good,181,Unhealthy
India,Mannargudi,76,Moderate,1,Good,30,Good,2,Good,76,Moderate
Pakistan,Mansehra,176,Unhealthy,5,Good,29,Good,10,Good,176,Unhealthy
Ecuador,Manta,56,Moderate,1,Good,23,Good,0,Good,56,Moderate
Philippines,Mapandan,97,Moderate,2,Good,27,Good,6,Good,97,Moderate
United States Of America,Maple Grove,53,Moderate,1,Good,30,Good,2,Good,53,Moderate
Brazil,Maracanau,29,Good,0,Good,24,Good,0,Good,29,Good
Portugal,Vila Do Conde,39,Good,0,Good,39,Good,1,Good,19,Good
Spain,Viladecans,54,Moderate,1,Good,54,Moderate,1,Good,52,Moderate
Dominican Republic,Villa Altagracia,114,Unhealthy For Sensitive Groups,1,Good,29,Good,2,Good,114,Unhealthy For Sensitive Groups
Spain,Villafranca De Los Barros,37,Good,1,Good,37,Good,0,Good,14,Good
Spain,Villarrobledo,40,Good,1,Good,40,Good,0,Good,12,Good
France,Vitrolles,47,Good,1,Good,47,Good,3,Good,41,Good
Austria,Volkermarkt,59,Moderate,1,Good,44,Good,0,Good,59,Moderate
Germany,Volklingen,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate
Russian Federation,Volodarsk,38,Good,1,Good,38,Good,0,Good,20,Good
Estonia,Voru,34,Good,1,Good,34,Good,0,Good,15,Good
Brazil,Votorantim,72,Moderate,1,Good,30,Good,1,Good,72,Moderate
Russian Federation,Vsevolozhsk,30,Good,1,Good,30,Good,1,Good,12,Good
India,Vyara,109,Unhealthy For Sensitive Groups,1,Good,27,Good,1,Good,109,Unhealthy For Sensitive Groups
Russian Federation,Vysokovsk,36,Good,1,Good,36,Good,0,Good,17,Good
Libya,Waddan,176,Unhealthy,1,Good,39,Good,0,Good,176,Unhealthy
United States Of America,Walnut,111,Unhealthy For Sensitive Groups,3,Good,19,Good,24,Good,111,Unhealthy For Sensitive Groups
China,Wangou,74,Moderate,2,Good,54,Moderate,1,Good,74,Moderate
Netherlands,Wateringen,37,Good,1,Good,37,Good,1,Good,30,Good
United States Of America,Weirton,47,Good,1,Good,39,Good,2,Good,47,Good
Japan,Susaki,50,Good,1,Good,40,Good,1,Good,50,Good
Hungary,Szazhalombatta,69,Moderate,1,Good,69,Moderate,0,Good,58,Moderate
Portugal,Lamego,25,Good,0,Good,25,Good,2,Good,15,Good
China,Langfang,137,Unhealthy For Sensitive Groups,4,Good,125,Unhealthy For Sensitive Groups,7,Good,137,Unhealthy For Sensitive Groups
Germany,Langwedel,67,Moderate,1,Good,36,Good,4,Good,67,Moderate
Panama,Las Lomas,57,Moderate,1,Good,17,Good,3,Good,57,Moderate
Italy,Latisana,72,Moderate,1,Good,40,Good,2,Good,72,Moderate
Germany,Lauchhammer,72,Moderate,1,Good,30,Good,4,Good,72,Moderate
Canada,Leamington,77,Moderate,2,Good,29,Good,13,Good,77,Moderate
Indonesia,Lebaksiu,86,Moderate,2,Good,76,Moderate,1,Good,86,Moderate
Chile,Lebu,28,Good,0,Good,28,Good,0,Good,19,Good
Poland,Legionowo,34,Good,1,Good,34,Good,1,Good,27,Good
Brazil,Leticia,14,Good,1,Good,2,Good,0,Good,14,Good
Ukraine,Letychiv,48,Good,1,Good,33,Good,0,Good,48,Good
Germany,Leutkirch,51,Moderate,1,Good,35,Good,3,Good,51,Moderate
United States Of America,Lewisburg,68,Moderate,2,Good,25,Good,9,Good,68,Moderate
United Kingdom Of Great Britain And Northern Ireland,Leyland,35,Good,1,Good,35,Good,3,Good,18,Good
Pakistan,Liaqatabad,174,Unhealthy,3,Good,147,Unhealthy For Sensitive Groups,0,Good,174,Unhealthy
Brazil,Limeira,62,Moderate,2,Good,4,Good,4,Good,62,Moderate
Brazil,Limoeiro,36,Good,1,Good,9,Good,4,Good,36,Good
United States Of America,Lincolnton,81,Moderate,3,Good,15,Good,21,Good,81,Moderate
France,Lisieux,61,Moderate,2,Good,18,Good,6,Good,61,Moderate
United States Of America,Lockport,68,Moderate,2,Good,20,Good,15,Good,68,Moderate
Germany,Lohr,67,Moderate,1,Good,38,Good,4,Good,67,Moderate
United States Of America,Longmont,67,Moderate,2,Good,2,Good,12,Good,67,Moderate
United States Of America,Longwood,59,Moderate,1,Good,11,Good,15,Good,59,Moderate
Germany,Loningen,58,Moderate,1,Good,24,Good,6,Good,58,Moderate
Romania,Ludus,49,Good,1,Good,42,Good,1,Good,49,Good
Russian Federation,Luga,35,Good,1,Good,35,Good,0,Good,15,Good
Philippines,Ma Ao,36,Good,1,Good,18,Good,0,Good,36,Good
Chile,Machali,139,Unhealthy For Sensitive Groups,4,Good,6,Good,12,Good,139,Unhealthy For Sensitive Groups
Poland,Kozienice,33,Good,1,Good,33,Good,1,Good,25,Good
Russian Federation,Krasnoslobodsk,39,Good,1,Good,39,Good,1,Good,9,Good
Russian Federation,Krasnozerskoye,46,Good,1,Good,46,Good,0,Good,16,Good
Malaysia,Kuala Lumpur,76,Moderate,2,Good,41,Good,2,Good,76,Moderate
Russian Federation,Kukmor,54,Moderate,1,Good,37,Good,0,Good,54,Moderate
Tajikistan,Kulob,128,Unhealthy For Sensitive Groups,1,Good,41,Good,0,Good,128,Unhealthy For Sensitive Groups
Turkey,Kumburgaz,58,Moderate,1,Good,35,Good,0,Good,58,Moderate
United States Of America,Kuna,63,Moderate,1,Good,26,Good,5,Good,63,Moderate
India,Kurandvad,74,Moderate,1,Good,29,Good,1,Good,74,Moderate
Finland,Kurikka,34,Good,1,Good,34,Good,0,Good,15,Good
Thailand,Kut Chap,45,Good,1,Good,28,Good,0,Good,45,Good
Guatemala,La Esperanza,79,Moderate,3,Good,6,Good,8,Good,79,Moderate
United States Of America,La Marque,75,Moderate,2,Good,22,Good,4,Good,75,Moderate
Ecuador,La Troncal,61,Moderate,2,Good,6,Good,6,Good,61,Moderate
Madagascar,Mahanoro,53,Moderate,2,Good,20,Good,0,Good,53,Moderate
Mauritius,Mahebourg,41,Good,0,Good,30,Good,0,Good,41,Good
Ukraine,Makariv,38,Good,1,Good,38,Good,1,Good,31,Good
Indonesia,Manado,30,Good,0,Good,16,Good,0,Good,30,Good
India,Manapparai,52,Moderate,1,Good,32,Good,0,Good,52,Moderate
Brazil,Manhumirim,35,Good,1,Good,13,Good,1,Good,35,Good
Cameroon,Manjo,62,Moderate,3,Good,13,Good,1,Good,62,Moderate
United States Of America,Mankato,59,Moderate,1,Good,36,Good,3,Good,59,Moderate
Philippines,Mansalay,24,Good,0,Good,24,Good,0,Good,22,Good
India,Manthani,155,Unhealthy,1,Good,51,Moderate,1,Good,155,Unhealthy
United Republic Of Tanzania,Manyoni,19,Good,0,Good,19,Good,0,Good,16,Good
Trinidad And Tobago,Marabella,148,Unhealthy For Sensitive Groups,1,Good,21,Good,4,Good,148,Unhealthy For Sensitive Groups
Italy,Maranello,61,Moderate,1,Good,42,Good,1,Good,61,Moderate
South Africa,Margate,56,Moderate,1,Good,26,Good,1,Good,56,Moderate
Spain,Arrecife,45,Good,0,Good,45,Good,0,Good,22,Good
Brazil,Arroio Do Meio,75,Moderate,2,Good,12,Good,3,Good,75,Moderate
Ukraine,Artemovsk,42,Good,1,Good,41,Good,1,Good,42,Good
Bolivia (Plurinational State Of),Ascension,23,Good,1,Good,3,Good,0,Good,23,Good
Eritrea,Asmara,88,Moderate,1,Good,29,Good,0,Good,88,Moderate
Netherlands,Asten,33,Good,1,Good,33,Good,2,Good,32,Good
Brazil,Astolfo Dutra,65,Moderate,2,Good,3,Good,5,Good,65,Moderate
United States Of America,Austin,97,Moderate,1,Good,19,Good,2,Good,97,Moderate
Spain,Aviles,38,Good,1,Good,38,Good,3,Good,30,Good
United States Of America,Avondale,45,Good,1,Good,21,Good,13,Good,45,Good
Libya,Awbari,101,Unhealthy For Sensitive Groups,1,Good,26,Good,0,Good,101,Unhealthy For Sensitive Groups
Russian Federation,Azov,40,Good,1,Good,40,Good,2,Good,23,Good
Viet Nam,Bac Ninh,87,Moderate,3,Good,82,Moderate,2,Good,87,Moderate
Germany,Backnang,50,Good,1,Good,39,Good,4,Good,50,Good
Germany,Bad Homburg,69,Moderate,1,Good,36,Good,3,Good,69,Moderate
Germany,Bad Nauheim,64,Moderate,1,Good,40,Good,2,Good,64,Moderate
Germany,Bad Wurzach,47,Good,1,Good,27,Good,6,Good,47,Good
India,Baghpat,168,Unhealthy,4,Good,161,Unhealthy,3,Good,168,Unhealthy
United States Of America,Altadena,125,Unhealthy For Sensitive Groups,4,Good,7,Good,35,Good,125,Unhealthy For Sensitive Groups
Germany,Altusried,42,Good,1,Good,27,Good,6,Good,42,Good
Germany,Alzey,62,Moderate,1,Good,35,Good,3,Good,62,Moderate
France,Amberieu En Bugey,129,Unhealthy For Sensitive Groups,2,Good,24,Good,3,Good,129,Unhealthy For Sensitive Groups
Madagascar,Ambodifototra,26,Good,0,Good,26,Good,0,Good,15,Good
Brazil,Americo Brasiliense,52,Moderate,1,Good,13,Good,1,Good,52,Moderate
Brazil,Ananindeua,59,Moderate,1,Good,14,Good,1,Good,59,Moderate
Brazil,Andira,53,Moderate,1,Good,14,Good,1,Good,53,Moderate
Russian Federation,Anna,45,Good,1,Good,28,Good,2,Good,45,Good
Mexico,Apaxco,85,Moderate,1,Good,18,Good,4,Good,85,Moderate
Brazil,Araxa,28,Good,1,Good,10,Good,1,Good,28,Good
